,base frame,end effector frame
0,arm_base_link,arm_7_link
,x,y,z,qw,qx,qy,qz,time
28,-0.397067343632,0.127137199924,0.885061716346,0.773268043753,-0.1676888146,-0.607671205448,-0.0683571506024,63.2572360039
29,-0.40000579557,0.127880194205,0.882519167049,0.7723933209,-0.164750152907,-0.609624247535,-0.0680016306017,63.2572360039
30,-0.402857909194,0.128333278373,0.88007401485,0.771721172398,-0.162210845355,-0.611346893314,-0.0662499038273,63.2572360039
31,-0.405529838145,0.128705964079,0.87775136218,0.77119115413,-0.159960545077,-0.612845095522,-0.0640134103503,63.2572360039
32,-0.407975722928,0.129148738517,0.875555996851,0.770756980499,-0.157889768504,-0.614138514303,-0.0619546871739,63.2572360039
33,-0.410181458782,0.129727242279,0.8734877906,0.770396049458,-0.155944922197,-0.615246393685,-0.0603571311388,63.2572360039
34,-0.41184762963,0.130308248197,0.871856170467,0.770143854388,-0.15441573416,-0.616044519671,-0.0593580186366,63.2572360039
35,-0.413697803966,0.131067055178,0.869980489077,0.76988813807,-0.152692016878,-0.616890380447,-0.0583409063515,63.2572360039
36,-0.415422352153,0.131855016743,0.868176840676,0.76967658668,-0.151091121902,-0.617638252063,-0.0573795641983,63.2572360039
37,-0.416756180826,0.132522680861,0.866737863132,0.769537329,-0.149874424961,-0.61818341835,-0.0565616238719,63.2572360039
38,-0.418258947975,0.133330157519,0.865071149401,0.769403864751,-0.148532095063,-0.618764649083,-0.0555537459407,63.2572360039
39,-0.419668154142,0.134147188695,0.863460525525,0.769299211956,-0.14729887237,-0.619279268101,-0.0545431277392,63.2572360039
40,-0.420977464814,0.134981986997,0.861909867034,0.769220061584,-0.146171390658,-0.619729972343,-0.0535647532484,63.2572360039
41,-0.422187473804,0.135839376993,0.860418617887,0.769162643311,-0.145141249084,-0.620122088799,-0.052644476747,63.2572360039
42,-0.423303636978,0.136719850247,0.85898334508,0.769122879526,-0.144198590331,-0.620462877076,-0.0517936377024,63.2572360039
43,-0.42416343822,0.137470110815,0.857829781895,0.769101096595,-0.143476819506,-0.620711465236,-0.0511388541616,63.2572360039
44,-0.425128078948,0.138382919541,0.856485524363,0.769084994804,-0.142673510726,-0.620976859508,-0.0504011910497,63.2572360039
45,-0.426027733224,0.139305142324,0.855180121878,0.769077946954,-0.141931919096,-0.62121148187,-0.0497065050466,63.2572360039
46,-0.426858972724,0.140235638098,0.853916903124,0.769078759363,-0.141253360384,-0.621416933252,-0.0490545119723,63.2572360039
47,-0.427497927908,0.141016494542,0.852898168823,0.769084508598,-0.140735510541,-0.621567310899,-0.0485449557498,63.2572360039
48,-0.428214251896,0.141956620225,0.851706771632,0.769095836738,-0.140159028347,-0.621728425166,-0.0479667178986,63.2572360039
49,-0.428881443329,0.14289836783,0.85054553894,0.769111077284,-0.139625721427,-0.621871329163,-0.0474221328131,63.2572360039
50,-0.429495990903,0.143841150448,0.849417627567,0.769129276547,-0.139135803049,-0.621997132092,-0.0469143041853,63.2572360039
51,-0.430060215122,0.144783483211,0.848321962601,0.769149683892,-0.138685898292,-0.622107804054,-0.0464420662643,63.2572360039
52,-0.430577214393,0.145723606254,0.847256891052,0.769171626658,-0.13827232551,-0.622205349034,-0.0460030039923,63.2572360039
53,-0.431049923937,0.146659778023,0.84622085977,0.769194548064,-0.137891741152,-0.622291542322,-0.0455944218664,63.2572360039
54,-0.431410383836,0.147435635828,0.845379924124,0.769213943328,-0.137598346023,-0.622355731582,-0.0452763506468,63.2572360039
55,-0.431809879316,0.148360557668,0.844392628437,0.769237612212,-0.13726995624,-0.622425066454,-0.0449164972123,63.2572360039
56,-0.432176154839,0.149278006515,0.843427366501,0.769261585337,-0.136964935237,-0.622486934601,-0.0445784262975,63.2572360039
57,-0.43245190447,0.150035480555,0.842643532694,0.769281095108,-0.13672935867,-0.622533392983,-0.044315390194,63.2572360039
58,-0.432753189973,0.150935754317,0.841723336211,0.769304166259,-0.136465451075,-0.622583849898,-0.0440185220841,63.2572360039
59,-0.433026095553,0.151826260535,0.840822593757,0.769327001109,-0.136219504613,-0.622629152251,-0.0437395781151,63.2572360039
60,-0.43326896922,0.152705605448,0.83994315268,0.769349103748,-0.135991009341,-0.622670050586,-0.0434788459288,63.2572360039
61,-0.433482706953,0.153572927299,0.839084753801,0.769370290864,-0.135778599734,-0.622707177947,-0.0432353781421,63.2572360039
62,-0.433637905996,0.154285393824,0.838386474787,0.76938695478,-0.135613241797,-0.622735773429,-0.0430455451312,63.2572360039
63,-0.433801686501,0.155128728477,0.837564967524,0.769406221435,-0.135426548848,-0.622767429832,-0.0428304170644,63.2572360039
64,-0.433943912412,0.155959695095,0.836759126165,0.769424929052,-0.135251224417,-0.622796347536,-0.0426273895893,63.2572360039
65,-0.434062684382,0.156776710168,0.835971047043,0.769442619547,-0.135086921795,-0.622823171316,-0.0424367300404,63.2572360039
66,-0.434159916321,0.157579811224,0.835199368218,0.769459378451,-0.134932516272,-0.622848140699,-0.0422572430914,63.2572360039
67,-0.4342365143,0.158368652614,0.834443626002,0.769475179914,-0.13478714702,-0.622871542707,-0.0420881667432,63.2572360039
68,-0.434292770252,0.159142609964,0.833703925352,0.769489915281,-0.134650093854,-0.62289371775,-0.0419289743845,63.2572360039
69,-0.434329687295,0.159901484427,0.832979675327,0.769503597221,-0.134520582125,-0.622914882893,-0.0417788884425,63.2572360039
70,-0.434348611136,0.160645366599,0.832269918442,0.769516313914,-0.134397876742,-0.622935155647,-0.0416370652926,63.2572360039
71,-0.434350170425,0.161252944715,0.831690269656,0.76952600957,-0.134300445224,-0.622951671917,-0.0415249980585,63.2572360039
72,-0.434337283432,0.161968267148,0.831006839755,0.769536847107,-0.134188704629,-0.622970888621,-0.0413969132316,63.2572360039
73,-0.434310252349,0.162669476022,0.830334941243,0.76954705175,-0.13408211533,-0.622989314892,-0.0412751138392,63.2572360039
74,-0.434268295195,0.163355493598,0.829675639384,0.769556397917,-0.133980301651,-0.623007329968,-0.0411593974752,63.2572360039
75,-0.434211642239,0.164025893625,0.829029017337,0.76956481759,-0.133882854795,-0.623025139104,-0.0410493454846,63.2572360039
76,-0.434153012671,0.164572001634,0.828500303253,0.769571023152,-0.133804692389,-0.623040033245,-0.0409617088713,63.2572360039
77,-0.434071347777,0.165213946587,0.827875646985,0.769577849013,-0.13371425185,-0.623057638859,-0.0408608837389,63.2572360039
78,-0.43397857532,0.165842038102,0.827260558983,0.769584148327,-0.133627219582,-0.62307484119,-0.0407645324729,63.2572360039
79,-0.43387367135,0.166454935521,0.826656396019,0.769589670655,-0.13354327883,-0.623092033703,-0.0406724604158,63.2572360039
80,-0.433776783126,0.166953447471,0.826161735567,0.769593578602,-0.133475472159,-0.623106545088,-0.0405987139676,63.2572360039
